Header of File
119;2;3;2024-05-21;875.34;Sao Paulo;Brazil
120;12;78;2024-02-14;489.22;Bahia;Brazil
121;15;67;2023-09-11;678.45;Lisbon;Portugal
122;88;89;2023-01-22;299.99;Lagos;Nigeria
123;30;78;2023-03-14;543.21;New Castle;England
127;77;45;2023-10-15;124.89;Luanda;Angola
128;15;67;2023-09-11;678.45;Lisbon;Portugal
129;88;89;2023-01-22;299.99;Lagos;Nigeria
130;30;78;2023-03-14;543.21;New Castle;England
132;11;56;2023-11-04;432.1;Sochi;Russia
133;25;34;2024-01-19;764.32;Lviv;Ukraine
134;66;79;2023-02-11;199.95;Nairobi;Kenya
136;1;1;2024-05-21;875.34;Porto;Portugal
137;2;3;2024-05-21;875.34;Sao Paulo;Brazil
138;12;78;2024-02-14;489.22;Bahia;Brazil
140;77;45;2023-10-15;124.89;Luanda;Angola
141;15;67;2023-09-11;678.45;Lisbon;Portugal
142;88;89;2023-01-22;299.99;Lagos;Nigeria
143;30;78;2023-03-14;543.21;New Castle;England
145;11;56;2023-11-04;432.1;Sochi;Russia
146;25;34;2024-01-19;764.32;Lviv;Ukraine
147;66;79;2023-02-11;199.95;Nairobi;Kenya
149;1;1;2024-05-21;875.34;Porto;Portugal
150;2;3;2024-05-21;875.34;Sao Paulo;Brazil
151;12;78;2024-02-14;489.22;Bahia;Brazil
152;15;67;2023-09-11;678.45;Lisbon;Portugal
153;88;89;2023-01-22;299.99;Lagos;Nigeria
154;30;78;2023-03-14;543.21;New Castle;England
158;77;45;2023-10-15;124.89;Luanda;Angola
159;15;67;2023-09-11;678.45;Lisbon;Portugal
160;88;89;2023-01-22;299.99;Lagos;Nigeria
161;30;78;2023-03-14;543.21;New Castle;England
163;11;56;2023-11-04;432.1;Sochi;Russia
164;25;34;2024-01-19;764.32;Lviv;Ukraine
165;66;79;2023-02-11;199.95;Nairobi;Kenya
167;1;1;2024-05-21;875.34;Porto;Portugal
168;2;3;2024-05-21;875.34;Sao Paulo;Brazil
169;12;78;2024-02-14;489.22;Bahia;Brazil
171;77;45;2023-10-15;124.89;Luanda;Angola
172;15;67;2023-09-11;678.45;Lisbon;Portugal
173;88;89;2023-01-22;299.99;Lagos;Nigeria
174;30;78;2023-03-14;543.21;New Castle;England
176;11;56;2023-11-04;432.1;Sochi;Russia
177;25;34;2024-01-19;764.32;Lviv;Ukraine
178;66;79;2023-02-11;199.95;Nairobi;Kenya
180;1;1;2024-05-21;875.34;Porto;Portugal
181;2;3;2024-05-21;875.34;Sao Paulo;Brazil
182;12;78;2024-02-14;489.22;Bahia;Brazil
183;15;67;2023-09-11;678.45;Lisbon;Portugal
184;88;89;2023-01-22;299.99;Lagos;Nigeria
185;30;78;2023-03-14;543.21;New Castle;England
189;77;45;2023-10-15;124.89;Luanda;Angola
190;15;67;2023-09-11;678.45;Lisbon;Portugal
191;88;89;2023-01-22;299.99;Lagos;Nigeria
192;30;78;2023-03-14;543.21;New Castle;England
194;11;56;2023-11-04;432.1;Sochi;Russia
195;25;34;2024-01-19;764.32;Lviv;Ukraine
196;66;79;2023-02-11;199.95;Nairobi;Kenya
198;1;1;2024-05-21;875.34;Porto;Portugal
199;2;3;2024-05-21;875.34;Sao Paulo;Brazil
200;12;78;2024-02-14;489.22;Bahia;Brazil
202;77;45;2023-10-15;124.89;Luanda;Angola
203;15;67;2023-09-11;678.45;Lisbon;Portugal
204;88;89;2023-01-22;299.99;Lagos;Nigeria
205;30;78;2023-03-14;543.21;New Castle;England
207;11;56;2023-11-04;432.1;Sochi;Russia
208;25;34;2024-01-19;764.32;Lviv;Ukraine
209;66;79;2023-02-11;199.95;Nairobi;Kenya
211;1;1;2024-05-21;875.34;Porto;Portugal
212;2;3;2024-05-21;875.34;Sao Paulo;Brazil
213;12;78;2024-02-14;489.22;Bahia;Brazil
214;15;67;2023-09-11;678.45;Lisbon;Portugal
215;88;89;2023-01-22;299.99;Lagos;Nigeria
216;30;78;2023-03-14;543.21;New Castle;England
220;77;45;2023-10-15;124.89;Luanda;Angola
221;15;67;2023-09-11;678.45;Lisbon;Portugal
222;88;89;2023-01-22;299.99;Lagos;Nigeria
223;30;78;2023-03-14;543.21;New Castle;England
225;11;56;2023-11-04;432.1;Sochi;Russia
226;25;34;2024-01-19;764.32;Lviv;Ukraine
227;66;79;2023-02-11;199.95;Nairobi;Kenya
229;1;1;2024-05-21;875.34;Porto;Portugal
230;2;3;2024-05-21;875.34;Sao Paulo;Brazil
231;12;78;2024-02-14;489.22;Bahia;Brazil
233;77;45;2023-10-15;124.89;Luanda;Angola
234;15;67;2023-09-11;678.45;Lisbon;Portugal
235;88;89;2023-01-22;299.99;Lagos;Nigeria
236;30;78;2023-03-14;543.21;New Castle;England
238;11;56;2023-11-04;432.1;Sochi;Russia
239;25;34;2024-01-19;764.32;Lviv;Ukraine
240;66;79;2023-02-11;199.95;Nairobi;Kenya
242;1;1;2024-05-21;875.34;Porto;Portugal
243;2;3;2024-05-21;875.34;Sao Paulo;Brazil
244;12;78;2024-02-14;489.22;Bahia;Brazil
245;15;67;2023-09-11;678.45;Lisbon;Portugal
246;88;89;2023-01-22;299.99;Lagos;Nigeria
247;30;78;2023-03-14;543.21;New Castle;England
251;77;45;2023-10-15;124.89;Luanda;Angola
252;15;67;2023-09-11;678.45;Lisbon;Portugal
253;88;89;2023-01-22;299.99;Lagos;Nigeria
254;30;78;2023-03-14;543.21;New Castle;England
256;11;56;2023-11-04;432.1;Sochi;Russia
257;25;34;2024-01-19;764.32;Lviv;Ukraine
258;66;79;2023-02-11;199.95;Nairobi;Kenya
260;1;1;2024-05-21;875.34;Porto;Portugal
261;2;3;2024-05-21;875.34;Sao Paulo;Brazil
262;12;78;2024-02-14;489.22;Bahia;Brazil
264;77;45;2023-10-15;124.89;Luanda;Angola
265;15;67;2023-09-11;678.45;Lisbon;Portugal
266;88;89;2023-01-22;299.99;Lagos;Nigeria
267;30;78;2023-03-14;543.21;New Castle;England
269;11;56;2023-11-04;432.1;Sochi;Russia
270;25;34;2024-01-19;764.32;Lviv;Ukraine
271;66;79;2023-02-11;199.95;Nairobi;Kenya
273;1;1;2024-05-21;875.34;Porto;Portugal
274;2;3;2024-05-21;875.34;Sao Paulo;Brazil
275;12;78;2024-02-14;489.22;Bahia;Brazil
276;15;67;2023-09-11;678.45;Lisbon;Portugal
277;88;89;2023-01-22;299.99;Lagos;Nigeria
278;30;78;2023-03-14;543.21;New Castle;England
282;77;45;2023-10-15;124.89;Luanda;Angola
283;15;67;2023-09-11;678.45;Lisbon;Portugal
284;88;89;2023-01-22;299.99;Lagos;Nigeria
285;30;78;2023-03-14;543.21;New Castle;England
287;11;56;2023-11-04;432.1;Sochi;Russia
288;25;34;2024-01-19;764.32;Lviv;Ukraine
289;66;79;2023-02-11;199.95;Nairobi;Kenya
291;1;1;2024-05-21;875.34;Porto;Portugal
292;2;3;2024-05-21;875.34;Sao Paulo;Brazil
293;12;78;2024-02-14;489.22;Bahia;Brazil
295;77;45;2023-10-15;124.89;Luanda;Angola
296;15;67;2023-09-11;678.45;Lisbon;Portugal
297;88;89;2023-01-22;299.99;Lagos;Nigeria
298;30;78;2023-03-14;543.21;New Castle;England
300;11;56;2023-11-04;432.1;Sochi;Russia
301;25;34;2024-01-19;764.32;Lviv;Ukraine
302;66;79;2023-02-11;199.95;Nairobi;Kenya
304;1;1;2024-05-21;875.34;Porto;Portugal
305;2;3;2024-05-21;875.34;Sao Paulo;Brazil
306;12;78;2024-02-14;489.22;Bahia;Brazil
307;15;67;2023-09-11;678.45;Lisbon;Portugal
308;88;89;2023-01-22;299.99;Lagos;Nigeria
309;30;78;2023-03-14;543.21;New Castle;England
313;77;45;2023-10-15;124.89;Luanda;Angola
314;15;67;2023-09-11;678.45;Lisbon;Portugal
315;88;89;2023-01-22;299.99;Lagos;Nigeria
316;30;78;2023-03-14;543.21;New Castle;England
318;11;56;2023-11-04;432.1;Sochi;Russia
319;25;34;2024-01-19;764.32;Lviv;Ukraine
320;66;79;2023-02-11;199.95;Nairobi;Kenya
322;1;1;2024-05-21;875.34;Porto;Portugal
323;2;3;2024-05-21;875.34;Sao Paulo;Brazil
324;12;78;2024-02-14;489.22;Bahia;Brazil
326;77;45;2023-10-15;124.89;Luanda;Angola
327;15;67;2023-09-11;678.45;Lisbon;Portugal
328;88;89;2023-01-22;299.99;Lagos;Nigeria
329;30;78;2023-03-14;543.21;New Castle;England
331;11;56;2023-11-04;432.1;Sochi;Russia
332;25;34;2024-01-19;764.32;Lviv;Ukraine
333;66;79;2023-02-11;199.95;Nairobi;Kenya
335;1;1;2024-05-21;875.34;Porto;Portugal
336;2;3;2024-05-21;875.34;Sao Paulo;Brazil
337;12;78;2024-02-14;489.22;Bahia;Brazil
338;15;67;2023-09-11;678.45;Lisbon;Portugal
339;88;89;2023-01-22;299.99;Lagos;Nigeria
340;30;78;2023-03-14;543.21;New Castle;England
344;77;45;2023-10-15;124.89;Luanda;Angola
345;15;67;2023-09-11;678.45;Lisbon;Portugal
346;88;89;2023-01-22;299.99;Lagos;Nigeria
347;30;78;2023-03-14;543.21;New Castle;England
349;11;56;2023-11-04;432.1;Sochi;Russia
350;25;34;2024-01-19;764.32;Lviv;Ukraine
351;66;79;2023-02-11;199.95;Nairobi;Kenya
353;1;1;2024-05-21;875.34;Porto;Portugal
354;2;3;2024-05-21;875.34;Sao Paulo;Brazil
355;12;78;2024-02-14;489.22;Bahia;Brazil
357;77;45;2023-10-15;124.89;Luanda;Angola
358;15;67;2023-09-11;678.45;Lisbon;Portugal
359;88;89;2023-01-22;299.99;Lagos;Nigeria
360;30;78;2023-03-14;543.21;New Castle;England
362;11;56;2023-11-04;432.1;Sochi;Russia
363;25;34;2024-01-19;764.32;Lviv;Ukraine
364;66;79;2023-02-11;199.95;Nairobi;Kenya
366;1;1;2024-05-21;875.34;Porto;Portugal
367;2;3;2024-05-21;875.34;Sao Paulo;Brazil
368;12;78;2024-02-14;489.22;Bahia;Brazil
369;15;67;2023-09-11;678.45;Lisbon;Portugal
370;88;89;2023-01-22;299.99;Lagos;Nigeria
371;30;78;2023-03-14;543.21;New Castle;England
375;77;45;2023-10-15;124.89;Luanda;Angola
376;15;67;2023-09-11;678.45;Lisbon;Portugal
377;88;89;2023-01-22;299.99;Lagos;Nigeria
378;30;78;2023-03-14;543.21;New Castle;England
380;11;56;2023-11-04;432.1;Sochi;Russia
381;25;34;2024-01-19;764.32;Lviv;Ukraine
382;66;79;2023-02-11;199.95;Nairobi;Kenya
384;1;1;2024-05-21;875.34;Porto;Portugal
385;2;3;2024-05-21;875.34;Sao Paulo;Brazil
386;12;78;2024-02-14;489.22;Bahia;Brazil
388;77;45;2023-10-15;124.89;Luanda;Angola
389;15;67;2023-09-11;678.45;Lisbon;Portugal
390;88;89;2023-01-22;299.99;Lagos;Nigeria
391;30;78;2023-03-14;543.21;New Castle;England
393;11;56;2023-11-04;432.1;Sochi;Russia
394;25;34;2024-01-19;764.32;Lviv;Ukraine
395;66;79;2023-02-11;199.95;Nairobi;Kenya
397;1;1;2024-05-21;875.34;Porto;Portugal
398;2;3;2024-05-21;875.34;Sao Paulo;Brazil
399;12;78;2024-02-14;489.22;Bahia;Brazil
400;15;67;2023-09-11;678.45;Lisbon;Portugal
401;88;89;2023-01-22;299.99;Lagos;Nigeria
402;30;78;2023-03-14;543.21;New Castle;England
406;77;45;2023-10-15;124.89;Luanda;Angola
407;15;67;2023-09-11;678.45;Lisbon;Portugal
408;88;89;2023-01-22;299.99;Lagos;Nigeria
409;30;78;2023-03-14;543.21;New Castle;England
411;11;56;2023-11-04;432.1;Sochi;Russia
412;25;34;2024-01-19;764.32;Lviv;Ukraine
413;66;79;2023-02-11;199.95;Nairobi;Kenya
415;1;1;2024-05-21;875.34;Porto;Portugal
416;2;3;2024-05-21;875.34;Sao Paulo;Brazil
417;12;78;2024-02-14;489.22;Bahia;Brazil
419;77;45;2023-10-15;124.89;Luanda;Angola
420;15;67;2023-09-11;678.45;Lisbon;Portugal
421;88;89;2023-01-22;299.99;Lagos;Nigeria
422;30;78;2023-03-14;543.21;New Castle;England
424;11;56;2023-11-04;432.1;Sochi;Russia
425;25;34;2024-01-19;764.32;Lviv;Ukraine
426;66;79;2023-02-11;199.95;Nairobi;Kenya
428;1;1;2024-05-21;875.34;Porto;Portugal
429;2;3;2024-05-21;875.34;Sao Paulo;Brazil
430;12;78;2024-02-14;489.22;Bahia;Brazil
431;15;67;2023-09-11;678.45;Lisbon;Portugal
432;88;89;2023-01-22;299.99;Lagos;Nigeria
433;30;78;2023-03-14;543.21;New Castle;England
437;77;45;2023-10-15;124.89;Luanda;Angola
438;15;67;2023-09-11;678.45;Lisbon;Portugal
439;88;89;2023-01-22;299.99;Lagos;Nigeria
440;30;78;2023-03-14;543.21;New Castle;England
442;11;56;2023-11-04;432.1;Sochi;Russia
443;25;34;2024-01-19;764.32;Lviv;Ukraine
444;66;79;2023-02-11;199.95;Nairobi;Kenya
446;1;1;2024-05-21;875.34;Porto;Portugal
447;2;3;2024-05-21;875.34;Sao Paulo;Brazil
448;12;78;2024-02-14;489.22;Bahia;Brazil
450;77;45;2023-10-15;124.89;Luanda;Angola
451;15;67;2023-09-11;678.45;Lisbon;Portugal
452;88;89;2023-01-22;299.99;Lagos;Nigeria
453;30;78;2023-03-14;543.21;New Castle;England
455;11;56;2023-11-04;432.1;Sochi;Russia
456;25;34;2024-01-19;764.32;Lviv;Ukraine
457;66;79;2023-02-11;199.95;Nairobi;Kenya
459;1;1;2024-05-21;875.34;Porto;Portugal
460;2;3;2024-05-21;875.34;Sao Paulo;Brazil
461;12;78;2024-02-14;489.22;Bahia;Brazil
462;15;67;2023-09-11;678.45;Lisbon;Portugal
463;88;89;2023-01-22;299.99;Lagos;Nigeria
464;30;78;2023-03-14;543.21;New Castle;England
468;77;45;2023-10-15;124.89;Luanda;Angola
469;15;67;2023-09-11;678.45;Lisbon;Portugal
470;88;89;2023-01-22;299.99;Lagos;Nigeria
471;30;78;2023-03-14;543.21;New Castle;England
473;11;56;2023-11-04;432.1;Sochi;Russia
474;25;34;2024-01-19;764.32;Lviv;Ukraine
475;66;79;2023-02-11;199.95;Nairobi;Kenya
477;1;1;2024-05-21;875.34;Porto;Portugal
478;2;3;2024-05-21;875.34;Sao Paulo;Brazil
479;12;78;2024-02-14;489.22;Bahia;Brazil
481;77;45;2023-10-15;124.89;Luanda;Angola
482;15;67;2023-09-11;678.45;Lisbon;Portugal
483;88;89;2023-01-22;299.99;Lagos;Nigeria
484;30;78;2023-03-14;543.21;New Castle;England
486;11;56;2023-11-04;432.1;Sochi;Russia
487;25;34;2024-01-19;764.32;Lviv;Ukraine
488;66;79;2023-02-11;199.95;Nairobi;Kenya
490;1;1;2024-05-21;875.34;Porto;Portugal
491;2;3;2024-05-21;875.34;Sao Paulo;Brazil
492;12;78;2024-02-14;489.22;Bahia;Brazil
493;15;67;2023-09-11;678.45;Lisbon;Portugal
494;88;89;2023-01-22;299.99;Lagos;Nigeria
495;30;78;2023-03-14;543.21;New Castle;England
499;77;45;2023-10-15;124.89;Luanda;Angola
500;15;67;2023-09-11;678.45;Lisbon;Portugal
501;88;89;2023-01-22;299.99;Lagos;Nigeria
502;30;78;2023-03-14;543.21;New Castle;England
504;11;56;2023-11-04;432.1;Sochi;Russia
505;25;34;2024-01-19;764.32;Lviv;Ukraine
506;66;79;2023-02-11;199.95;Nairobi;Kenya
508;1;1;2024-05-21;875.34;Porto;Portugal
509;2;3;2024-05-21;875.34;Sao Paulo;Brazil
510;12;78;2024-02-14;489.22;Bahia;Brazil
512;77;45;2023-10-15;124.89;Luanda;Angola
513;15;67;2023-09-11;678.45;Lisbon;Portugal
514;88;89;2023-01-22;299.99;Lagos;Nigeria
515;30;78;2023-03-14;543.21;New Castle;England
517;11;56;2023-11-04;432.1;Sochi;Russia
518;25;34;2024-01-19;764.32;Lviv;Ukraine
519;66;79;2023-02-11;199.95;Nairobi;Kenya
521;1;1;2024-05-21;875.34;Porto;Portugal
522;2;3;2024-05-21;875.34;Sao Paulo;Brazil
523;12;78;2024-02-14;489.22;Bahia;Brazil
524;15;67;2023-09-11;678.45;Lisbon;Portugal
525;88;89;2023-01-22;299.99;Lagos;Nigeria
526;30;78;2023-03-14;543.21;New Castle;England
530;77;45;2023-10-15;124.89;Luanda;Angola
531;15;67;2023-09-11;678.45;Lisbon;Portugal
532;88;89;2023-01-22;299.99;Lagos;Nigeria
533;30;78;2023-03-14;543.21;New Castle;England
535;11;56;2023-11-04;432.1;Sochi;Russia
536;25;34;2024-01-19;764.32;Lviv;Ukraine
537;66;79;2023-02-11;199.95;Nairobi;Kenya
539;1;1;2024-05-21;875.34;Porto;Portugal
540;2;3;2024-05-21;875.34;Sao Paulo;Brazil
541;12;78;2024-02-14;489.22;Bahia;Brazil
543;77;45;2023-10-15;124.89;Luanda;Angola
544;15;67;2023-09-11;678.45;Lisbon;Portugal
545;88;89;2023-01-22;299.99;Lagos;Nigeria
546;30;78;2023-03-14;543.21;New Castle;England
548;11;56;2023-11-04;432.1;Sochi;Russia
549;25;34;2024-01-19;764.32;Lviv;Ukraine
550;66;79;2023-02-11;199.95;Nairobi;Kenya
552;1;1;2024-05-21;875.34;Porto;Portugal
553;2;3;2024-05-21;875.34;Sao Paulo;Brazil
554;12;78;2024-02-14;489.22;Bahia;Brazil
555;15;67;2023-09-11;678.45;Lisbon;Portugal
556;88;89;2023-01-22;299.99;Lagos;Nigeria
557;30;78;2023-03-14;543.21;New Castle;England
561;77;45;2023-10-15;124.89;Luanda;Angola
562;15;67;2023-09-11;678.45;Lisbon;Portugal
563;88;89;2023-01-22;299.99;Lagos;Nigeria
564;30;78;2023-03-14;543.21;New Castle;England
566;11;56;2023-11-04;432.1;Sochi;Russia
567;25;34;2024-01-19;764.32;Lviv;Ukraine
568;66;79;2023-02-11;199.95;Nairobi;Kenya
570;1;1;2024-05-21;875.34;Porto;Portugal
571;2;3;2024-05-21;875.34;Sao Paulo;Brazil
572;12;78;2024-02-14;489.22;Bahia;Brazil
574;77;45;2023-10-15;124.89;Luanda;Angola
575;15;67;2023-09-11;678.45;Lisbon;Portugal
576;88;89;2023-01-22;299.99;Lagos;Nigeria
577;30;78;2023-03-14;543.21;New Castle;England
579;11;56;2023-11-04;432.1;Sochi;Russia
580;25;34;2024-01-19;764.32;Lviv;Ukraine
581;66;79;2023-02-11;199.95;Nairobi;Kenya
583;1;1;2024-05-21;875.34;Porto;Portugal
584;2;3;2024-05-21;875.34;Sao Paulo;Brazil
585;12;78;2024-02-14;489.22;Bahia;Brazil
586;15;67;2023-09-11;678.45;Lisbon;Portugal
587;88;89;2023-01-22;299.99;Lagos;Nigeria
588;30;78;2023-03-14;543.21;New Castle;England
592;77;45;2023-10-15;124.89;Luanda;Angola
593;15;67;2023-09-11;678.45;Lisbon;Portugal
594;88;89;2023-01-22;299.99;Lagos;Nigeria
595;30;78;2023-03-14;543.21;New Castle;England
597;11;56;2023-11-04;432.1;Sochi;Russia
598;25;34;2024-01-19;764.32;Lviv;Ukraine
599;66;79;2023-02-11;199.95;Nairobi;Kenya
601;1;1;2024-05-21;875.34;Porto;Portugal
602;2;3;2024-05-21;875.34;Sao Paulo;Brazil
603;12;78;2024-02-14;489.22;Bahia;Brazil
605;77;45;2023-10-15;124.89;Luanda;Angola
606;15;67;2023-09-11;678.45;Lisbon;Portugal
607;88;89;2023-01-22;299.99;Lagos;Nigeria
608;30;78;2023-03-14;543.21;New Castle;England
610;11;56;2023-11-04;432.1;Sochi;Russia
611;25;34;2024-01-19;764.32;Lviv;Ukraine
612;66;79;2023-02-11;199.95;Nairobi;Kenya
614;1;1;2024-05-21;875.34;Porto;Portugal
615;2;3;2024-05-21;875.34;Sao Paulo;Brazil
616;12;78;2024-02-14;489.22;Bahia;Brazil
617;15;67;2023-09-11;678.45;Lisbon;Portugal
618;88;89;2023-01-22;299.99;Lagos;Nigeria
619;30;78;2023-03-14;543.21;New Castle;England
623;77;45;2023-10-15;124.89;Luanda;Angola
624;15;67;2023-09-11;678.45;Lisbon;Portugal
625;88;89;2023-01-22;299.99;Lagos;Nigeria
626;30;78;2023-03-14;543.21;New Castle;England
628;11;56;2023-11-04;432.1;Sochi;Russia
629;25;34;2024-01-19;764.32;Lviv;Ukraine
630;66;79;2023-02-11;199.95;Nairobi;Kenya
632;1;1;2024-05-21;875.34;Porto;Portugal
633;2;3;2024-05-21;875.34;Sao Paulo;Brazil
634;12;78;2024-02-14;489.22;Bahia;Brazil
636;77;45;2023-10-15;124.89;Luanda;Angola
637;15;67;2023-09-11;678.45;Lisbon;Portugal
638;88;89;2023-01-22;299.99;Lagos;Nigeria
639;30;78;2023-03-14;543.21;New Castle;England
641;11;56;2023-11-04;432.1;Sochi;Russia
642;25;34;2024-01-19;764.32;Lviv;Ukraine
643;66;79;2023-02-11;199.95;Nairobi;Kenya
645;1;1;2024-05-21;875.34;Porto;Portugal
646;2;3;2024-05-21;875.34;Sao Paulo;Brazil
647;12;78;2024-02-14;489.22;Bahia;Brazil
648;15;67;2023-09-11;678.45;Lisbon;Portugal
649;88;89;2023-01-22;299.99;Lagos;Nigeria
650;30;78;2023-03-14;543.21;New Castle;England
654;77;45;2023-10-15;124.89;Luanda;Angola
655;15;67;2023-09-11;678.45;Lisbon;Portugal
656;88;89;2023-01-22;299.99;Lagos;Nigeria
657;30;78;2023-03-14;543.21;New Castle;England
659;11;56;2023-11-04;432.1;Sochi;Russia
660;25;34;2024-01-19;764.32;Lviv;Ukraine
661;66;79;2023-02-11;199.95;Nairobi;Kenya
663;1;1;2024-05-21;875.34;Porto;Portugal
664;2;3;2024-05-21;875.34;Sao Paulo;Brazil
665;12;78;2024-02-14;489.22;Bahia;Brazil
667;77;45;2023-10-15;124.89;Luanda;Angola
668;15;67;2023-09-11;678.45;Lisbon;Portugal
669;88;89;2023-01-22;299.99;Lagos;Nigeria
670;30;78;2023-03-14;543.21;New Castle;England
672;11;56;2023-11-04;432.1;Sochi;Russia
673;25;34;2024-01-19;764.32;Lviv;Ukraine
674;66;79;2023-02-11;199.95;Nairobi;Kenya
676;1;1;2024-05-21;875.34;Porto;Portugal
677;2;3;2024-05-21;875.34;Sao Paulo;Brazil
678;12;78;2024-02-14;489.22;Bahia;Brazil
679;15;67;2023-09-11;678.45;Lisbon;Portugal
680;88;89;2023-01-22;299.99;Lagos;Nigeria
681;30;78;2023-03-14;543.21;New Castle;England
685;77;45;2023-10-15;124.89;Luanda;Angola
686;15;67;2023-09-11;678.45;Lisbon;Portugal
687;88;89;2023-01-22;299.99;Lagos;Nigeria
688;30;78;2023-03-14;543.21;New Castle;England
690;11;56;2023-11-04;432.1;Sochi;Russia
691;25;34;2024-01-19;764.32;Lviv;Ukraine
692;66;79;2023-02-11;199.95;Nairobi;Kenya
